"url","nickname","user_id","item_id","item_name","genre","like_count","play_count","crawl_date","crawl_time"
"https://tiktok.com/@username/video/7554761761501482271","rezlebronrayjames","7129556720498246702","7554761761501482271","What’s a Cartoon? 🥹 ib:@fatboy.918 #edit #nostalgia #cartoonnetwork #nickelodeon #viral ","Entertainment",16092420,79746627,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554346264477830423","hissy🇸🇪","6789636456543437830","7554346264477830423","Tjejerna trotsar tyngdlagen😍#hissy ","Entertainment",1794848,49406960,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7555233077140770070","Ouzz le fou","7421175331945481248","7555233077140770070","😂😂😂@Ouzz le fou #viral_video #viral #jungkook #fyp ","Entertainment",5152870,111465798,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554186299867958583","Merrick","99017789314609152","7554186299867958583","Spirit Halloween animatronics this year are crazy @Thewilliamsfam @Spirit Halloween ","Entertainment",6088575,40305124,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554791630578961676","Levy, The Clipador","6835104345383617541","7554791630578961676","Tota está no coração dos mais silenciosos    #kaicenat #tota #mafiathon3 #lilyachty #legendado ","Entertainment",3113364,26870454,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7553613916425784577","SATOYU(^↓^)OHIOBOSS","6806253467587478529","7553613916425784577","#jojo #anime #mochi @Gockey🇯🇵SAMURAI⚔️  ","Entertainment",2189243,49511184,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554487810326023479","Ellen DeGeneres","6547789505271698447","7554487810326023479","I love you Tayt. I love you Chrissy. You touched so many lives. ","Entertainment",1954023,31935360,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554922260465782072","Sans Story ✨","7521746987450352658","7554922260465782072","Detail Faktanya Disini‼️ ------------------------ Source Zack D Films 1. Pengangkatan otak Einstein tanpa izin awal Setelah Albert Einstein meninggal pada 18 April 1955, patologi Thomas Stoltz Harvey melakukan otopsi dan mengangkat otak Einstein. Awalnya tindakan ini dilakukan tanpa persetujuan jelas dari keluarga.  2. Penimbangan dan dokumentasi Otak Einstein ditimbang — beratnya sekitar 1.230 gram — dan difoto dari berbagai sisi sebelum dilakukan pemotongan lebih lanjut.  3. Pemotongan ke dalam blok-blok kecil Harvey memotong otak menjadi sekitar 240 blok (masing-masing sekitar 1 cm³) dan sebagian diolah menjadi irisan mikroskopis untuk penelitian histologi.  4. Pendistribusian dan penyimpanan tersebar Beberapa blok otak dikirim ke ilmuwan lain untuk diteliti, sementara Harvey menyimpan sebagian besar potongan otak tersebut dalam koleksi pribadinya selama beberapa dekade.  Beberapa potongan juga tampaknya hilang atau belum bisa dilacak sampai sekarang.  5. Etika dan hak persetujuan Cerita ini memicu banyak perdebatan etis: apakah tindakan mengambil dan menyebarkan potongan otak tanpa izin merupakan pelanggaran etika medis / hak individu. Banyak kemudian menyesalkan bahwa Einstein sendiri tampaknya tidak menginginkan otaknya diselidiki atau menjadi objek publik.  #masukberanda #faktamenarik #faktaunikdunia #fypdongggggggg #fyp ","Entertainment",717775,27677361,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554216442950880542","facai movie","7226926640550806574","7554216442950880542","#fyp #film #movie #foryou ","Entertainment",1203048,24485136,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7555431539971034379","KapanLagi.com","6760492608201425925","7555431539971034379","Momen Pertama Kali Uya Kuya Kembali ke Rumahnya Usai Dijarah Massa Yuk, update terus berita terbaru tentang selebriti hanya di KapanLagi! Kalau bukan sekarang, KapanLagi? Join WA channel KapanLagi >> bit.ly/WAchannelKapanlagi #uyakuya #kapanlagi #kapanlagihariini #kapanlagiwhatshot #klajg","Entertainment",339508,18349681,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7553664635556203793","body animation","6874942771138069506","7553664635556203793","Dembele literally did this 😭🙏 . #dembele #yamal","Entertainment",2319136,31879863,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554051248354364683","Thomas Shelby Sósia","6943026971161969669","7554051248354364683","Eles se impressionam quando veem o lendário 😳","Entertainment",1117442,25917637,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554410335541775624","Vicktoony Animations","7130854210581939205","7554410335541775624","Kutu makutu #vicktoonyanimation #animation #fyp #fyp #viral ","Entertainment",937387,19993730,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7553887019202612488","Cumbia Pedregal","6896355750601606150","7553887019202612488","Y será 🥁 la última noche ! 😩 #tristeza #nostalgia #mexico🇲🇽 #lostemerarios #cumbiapedregal ","Entertainment",1967378,28086962,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554484228356967703","Family Mayo","7469748464592700438","7554484228356967703","I am so surprised why he failed again.#couple #challenge #familyfun ","Entertainment",637018,19604886,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554190762670542110","hollingerr5","7438989243090830382","7554190762670542110","#tiktok #fyp #movie #foryou #film ","Entertainment",1127694,25725019,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554552802614316319","Prisma","6698905006299677701","7554552802614316319","This build was insane  #diy #makeup #costume #halloween ","Entertainment",370214,18024961,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554616360467254540","GEORGEAI","7195401678333232134","7554616360467254540","La nueva visita de Doña Juana 🤣  #fyp #viraltiktok #ecuador🇪🇨 #foryoupage #sigueme @#foryou @Creator search insights ","Entertainment",1709264,15879432,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554753954643545351","سحر السنوسي 🕊️🇸🇦","6778999864963761158","7554753954643545351","عيالي حساسين ولا الترند حقيقي يبكي !!😭😭😭😭😭 #سحر_السنوسي #اكسبلور #الشعب_الصيني_ماله_حل😂😂 #مالي_خلق_احط_هاشتاقات #ترند_تيك_توك_مشاهير ","Entertainment",492819,15353683,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554924231595805959","Lapak Publik","6532079950919385089","7554924231595805959","Enzy si vampire peot 😭😭 #enzystoria #hascreative #demo #DVALB1 #lapakpublik ","Entertainment",676106,16066190,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554939792216050958","Fat Cat Pudding","7536205802164716599","7554939792216050958","To deal with an elephant, one must win by wit. #kitten #orangecat #cat #ai #funny ","Entertainment",679050,19967575,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7555245241310170424","Lance!","7039774362769884165","7555245241310170424","Após a luta contra Popó, Wanderlei Silva usou suas redes sociais para se pronunciar. Ele mostrou as ferimentos decorrentes da confusão pós-luta, disse que fará exames para saber a gravidade das lesões e agradeceu o carinho dos fãs. 🎥: wandfc #Redes8","Entertainment",388102,9166082,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554388455304744248","entretantagente","7473661904549970999","7554388455304744248","Alguien avísele al papá que ES UN NIÑOOOO!!! 🥹🤍 #sebastianyatra #yatra #entretantagente #tour #españa ","Entertainment",1525186,15938686,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7555334290590977292","Idealis92","6811931248312714241","7555334290590977292","Bulatannya buat sama rata,.logika? #berpikirsecaralogika #masterlogika #idealis92 #nexsidealis ","Entertainment",105227,10586120,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554610119015812365","Miguel","6786097121017938950","7554610119015812365","Izzy's favorite game 😋 #dontringthebell #izzyandmary #boba #lifewithbrothers #fyp","Entertainment",379718,15491956,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7555067839527341367","txtyc","7408490177695925291","7555067839527341367","#tiktok #movie #fyp ","Entertainment",887126,12336810,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554698079811669260","CLIPSFUNNY","7246217812460749829","7554698079811669260","#kai #kaicenat #tota #rioamor #lilyachty #bigsean #mafiathon3 #fyp @Kai Cenat @Tota Mc @rio @Big Sean @lilyachty ","Entertainment",1324008,14233984,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554312430894042382","Danny_CHUNHUA","7547688251013956621","7554312430894042382","#fypシ #foryou ","Entertainment",2270029,15917682,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554875142069947704","𝟮𝟬:𝟬𝟯","7189032886158099457","7554875142069947704","#alurcerita #film #filmseru #foryoupage ","Entertainment",423040,11587440,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554289588290784519","TRANS7","6854844943951102977","7554289588290784519","Penjual Es Cekek from Brooklyn, mampirin kantor Lapor Pak!  #LaporPakTrans7 #fyp","Entertainment",1300334,15634926,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7554327015919308040","Nanfa","6808902621237347330","7554327015919308040","ใครกลั้นขำได้เก่งมาก😂 #nanfa #ครอบครัวสุขสันต์ #คอนเทนต์พ่อแม่ลูก ","Entertainment",1147970,14501751,"2025-10-01","21:30:09"
"https://tiktok.com/@username/video/7553583612591951160","pang mao","7495613239343596551","7553583612591951160","#橘猫 #记录猫咪日常 #搞笑萌宠 ","Entertainment",436522,24515059,"2025-10-01","21:30:09"
