"nickname","uniqueId","user_id","follower_count","bio","creator_rank","video_type","video_item_id","video_name","video_url","profile_url","video_play_count","video_like_count","video_rank","crawl_date","crawl_time"
"Liltage Creator","liltagecreator","7478312849783604256",253116,"New Account guys || Main Account 1M+
     Let's boom🚀🧨☄️🔥",1,"Entertainment","7551031485155904791","Omg 😱 🤯look at how Italian magician made the judges ran away on got talent 😱😳#americangottalent #britainsgottalent #simoncowell #sofiavergara #sofia ","https://www.tiktok.com/@liltagecreator/video/7551031485155904791","https://www.tiktok.com/@liltagecreator",60027579,341627,1,"2025-09-24","18:11:30"
"Liltage Creator","liltagecreator","7478312849783604256",253116,"New Account guys || Main Account 1M+
     Let's boom🚀🧨☄️🔥",1,"Entertainment","7550238063616724246","Oh my goodness 😱😳700 year old magician left the judges in shock after doing this with mannequin 😳😱#americangottalent #britainsgottalent #simoncowell #sofiavergara #sofia ","https://www.tiktok.com/@liltagecreator/video/7550238063616724246","https://www.tiktok.com/@liltagecreator",16421262,237905,2,"2025-09-24","18:11:30"
"Liltage Creator","liltagecreator","7478312849783604256",253116,"New Account guys || Main Account 1M+
     Let's boom🚀🧨☄️🔥",1,"Entertainment","7550250874979831062","Omg 😱 😳incredible moment with Japan magician 🤯😳#americangottalent #britainsgottalent #simoncowell #sofiavergara #sofia ","https://www.tiktok.com/@liltagecreator/video/7550250874979831062","https://www.tiktok.com/@liltagecreator",12296495,59076,3,"2025-09-24","18:11:30"
"Liltage Creator","liltagecreator","7478312849783604256",253116,"New Account guys || Main Account 1M+
     Let's boom🚀🧨☄️🔥",1,"Entertainment","7549972398095781142","Omg 😳 😱all the judges were completely in shock after what this 700 year old man did 😱🤯#americangottalent #britainsgottalent #simoncowell #sofiavergara #sofia ","https://www.tiktok.com/@liltagecreator/video/7549972398095781142","https://www.tiktok.com/@liltagecreator",9282854,103273,4,"2025-09-24","18:11:30"
"Liltage Creator","liltagecreator","7478312849783604256",253116,"New Account guys || Main Account 1M+
     Let's boom🚀🧨☄️🔥",1,"Entertainment","7547458833380150550","Oh my goodness 😱😳what happened next next left the Audience weeping 😳😱##americangottalent##britainsgottalent##simoncowell##sofiavergara##sofia","https://www.tiktok.com/@liltagecreator/video/7547458833380150550","https://www.tiktok.com/@liltagecreator",1525395,6106,5,"2025-09-24","18:11:30"
"Liltage Creator","liltagecreator","7478312849783604256",253116,"New Account guys || Main Account 1M+
     Let's boom🚀🧨☄️🔥",1,"Entertainment","7551041649565027606","Omg 😳 😱watch how he bring an imaginary friend to reality on got talent 🤯#americangottalent #britainsgottalent #simoncowell #sofiavergara #sofia ","https://www.tiktok.com/@liltagecreator/video/7551041649565027606","https://www.tiktok.com/@liltagecreator",1169327,6092,6,"2025-09-24","18:11:30"
"Liltage Creator","liltagecreator","7478312849783604256",253116,"New Account guys || Main Account 1M+
     Let's boom🚀🧨☄️🔥",1,"Entertainment","7550695128671718678","Omg 😳 😱100 year old magician did something Suspicious on got talent 😱🤯#americangottalent #britainsgottalent #simoncowell #sofiavergara #sofia ","https://www.tiktok.com/@liltagecreator/video/7550695128671718678","https://www.tiktok.com/@liltagecreator",1123502,8839,7,"2025-09-24","18:11:30"
"Liltage Creator","liltagecreator","7478312849783604256",253116,"New Account guys || Main Account 1M+
     Let's boom🚀🧨☄️🔥",1,"Entertainment","7551023888814050582","Oh my goodness 😱😳 unimaginable moment on got talent where 600 year old man broke a Diamond😳🤯##americangottalent##britainsgottalent##simoncowell##sofiavergara##sofia","https://www.tiktok.com/@liltagecreator/video/7551023888814050582","https://www.tiktok.com/@liltagecreator",827219,2944,8,"2025-09-24","18:11:30"
"Screen Stories","jxs198931","7451179364220355626",390298,"iAmas el cine？🎬 Resúmenes impactantes y secretos ocultos. ¡Síguenos!",2,"Entertainment","7551079700840418591","#movie #film #fouryou #edit #fyppppppppppppppppppppppp ","https://www.tiktok.com/@jxs198931/video/7551079700840418591","https://www.tiktok.com/@jxs198931",36452543,2889202,1,"2025-09-24","18:11:30"
"Screen Stories","jxs198931","7451179364220355626",390298,"iAmas el cine？🎬 Resúmenes impactantes y secretos ocultos. ¡Síguenos!",2,"Entertainment","7551832189256682783","#movie #film #fouryou #edit #fyppppppppppppppppppppppp ","https://www.tiktok.com/@jxs198931/video/7551832189256682783","https://www.tiktok.com/@jxs198931",20537725,1850594,2,"2025-09-24","18:11:30"
