"nickname","uniqueId","user_id","follower_count","bio","creator_rank","video_type","video_item_id","video_name","video_url","profile_url","video_play_count","video_like_count","video_rank","crawl_date","crawl_time"
"杰克大魔王㊣","handsomejack_thebigdevil","7265240234760766470",1713203,"The only official account
Updated every Friday at 18:00 BJT",1,"Entertainment","7541030300399308040","THUMB DANCE CHALLENGE! Part 4 #funny #JackAndSara #InteractiveGame #ThumbChallenge #demonslayer","https://www.tiktok.com/@handsomejack_thebigdevil/video/7541030300399308040","https://www.tiktok.com/@handsomejack_thebigdevil",26863755,2025603,1,"2025-09-26","10:49:49"
"杰克大魔王㊣","handsomejack_thebigdevil","7265240234760766470",1713203,"The only official account
Updated every Friday at 18:00 BJT",1,"Entertainment","7551459347805621511","THUMB DANCE CHALLENGE!  Part 9  #funny #JackAndSara #comic #animation #cartoon #shorts","https://www.tiktok.com/@handsomejack_thebigdevil/video/7551459347805621511","https://www.tiktok.com/@handsomejack_thebigdevil",26003912,2224475,2,"2025-09-26","10:49:49"
"杰克大魔王㊣","handsomejack_thebigdevil","7265240234760766470",1713203,"The only official account
Updated every Friday at 18:00 BJT",1,"Entertainment","7545484391364005137","THUMB DANCE CHALLENGE!  Part 6  #funny #JackAndSara #InteractiveGame #rhythmgame #ThumbChallenge","https://www.tiktok.com/@handsomejack_thebigdevil/video/7545484391364005137","https://www.tiktok.com/@handsomejack_thebigdevil",6457132,385643,3,"2025-09-26","10:49:49"
"杰克大魔王㊣","handsomejack_thebigdevil","7265240234760766470",1713203,"The only official account
Updated every Friday at 18:00 BJT",1,"Entertainment","7543878308123987208","THUMB DANCE CHALLENGE!  Part 5  #funny #JackAndSara #InteractiveGame #rhythmgame #ThumbChallenge","https://www.tiktok.com/@handsomejack_thebigdevil/video/7543878308123987208","https://www.tiktok.com/@handsomejack_thebigdevil",5188603,533197,4,"2025-09-26","10:49:49"
"杰克大魔王㊣","handsomejack_thebigdevil","7265240234760766470",1713203,"The only official account
Updated every Friday at 18:00 BJT",1,"Entertainment","7549102114895678728","THUMB DANCE CHALLENGE!  Part 8  #funny #JackAndSara #onepiece #animation #cartoon","https://www.tiktok.com/@handsomejack_thebigdevil/video/7549102114895678728","https://www.tiktok.com/@handsomejack_thebigdevil",2727875,257669,5,"2025-09-26","10:49:49"
"杰克大魔王㊣","handsomejack_thebigdevil","7265240234760766470",1713203,"The only official account
Updated every Friday at 18:00 BJT",1,"Entertainment","7538839774870736135","THUMB DANCE CHALLENGE! Part 3 Beach Battle Bash！#funny #JackAndSara #InteractiveGame #ThumbChallenge","https://www.tiktok.com/@handsomejack_thebigdevil/video/7538839774870736135","https://www.tiktok.com/@handsomejack_thebigdevil",2249065,97060,6,"2025-09-26","10:49:49"
"杰克大魔王㊣","handsomejack_thebigdevil","7265240234760766470",1713203,"The only official account
Updated every Friday at 18:00 BJT",1,"Entertainment","7546505967551188242","THUMB DANCE CHALLENGE!  Part 7  #funny #JackAndSara #cat #rhythmgame #thumbchallenge","https://www.tiktok.com/@handsomejack_thebigdevil/video/7546505967551188242","https://www.tiktok.com/@handsomejack_thebigdevil",955546,55785,7,"2025-09-26","10:49:49"
"杰克大魔王㊣","handsomejack_thebigdevil","7265240234760766470",1713203,"The only official account
Updated every Friday at 18:00 BJT",1,"Entertainment","7548136532691963144","Unlock the Magic Inside Your PHONE! 🔮📱 (Original idea by: @loveeeeeeeeeeez) #funny #JackAndSara #animation #cartoon #shorts","https://www.tiktok.com/@handsomejack_thebigdevil/video/7548136532691963144","https://www.tiktok.com/@handsomejack_thebigdevil",863446,46789,8,"2025-09-26","10:49:49"
"farahaniedit","farahaniedit","6976349477544543237",19082,"CGI & VFX Artist",2,"Entertainment","7552568858347867410","Kinda nervous #dexter #cinema #therapy #breakingbad ","https://www.tiktok.com/@farahaniedit/video/7552568858347867410","https://www.tiktok.com/@farahaniedit",14820176,2726503,1,"2025-09-26","10:49:49"
"farahaniedit","farahaniedit","6976349477544543237",19082,"CGI & VFX Artist",2,"Entertainment","7538824849897082130","Nothing’s real #cinema #movie #sky #cgi #real","https://www.tiktok.com/@farahaniedit/video/7538824849897082130","https://www.tiktok.com/@farahaniedit",8539,522,2,"2025-09-26","10:49:49"
"farahaniedit","farahaniedit","6976349477544543237",19082,"CGI & VFX Artist",2,"Entertainment","7526250798850821384","Idle @farahaniedit","https://www.tiktok.com/@farahaniedit/video/7526250798850821384","https://www.tiktok.com/@farahaniedit",7939,640,3,"2025-09-26","10:49:49"
